head_of_department_code,head_of_account,head_of_account_description,detail_head,detail_head_description,plan_code,voted_charged,year,value,
504,243501102AF,Seed Certification,34902,Festival Advances-Credit,SE,Voted,2022-2023,-4170,
504,243501102AF,Seed Certification,35901,Prizes and Awards,SE,Voted,2022-2023,40,
504,243501102AF,Seed Certification,37602,Maintenance,SE,Voted,2022-2023,300,
504,243501102AF,Seed Certification,37603,Stationery,SE,Voted,2022-2023,275,
504,243501102AF,Seed Certification,30503,Electricity Charges,SE,Voted,2022-2023,1810,
504,243501102AF,Seed Certification,30602,Property tax,SE,Voted,2022-2023,169,
504,243501102AF,Seed Certification,30603,Water Charges,SE,Voted,2022-2023,33,
504,243501102AF,Seed Certification,30701,Publications,SE,Voted,2022-2023,35,
504,243501102AF,Seed Certification,34601,"Clothing, Tentage and Stores",SE,Voted,2022-2023,70,
504,243501102AF,Seed Certification,30403,Fixed Travelling Allowances,SE,Voted,2022-2023,1000,
504,243501102AF,Seed Certification,30601,Rent,SE,Voted,2022-2023,1630,
504,243501102AF,Seed Certification,30801,Advertisement Charges,SE,Voted,2022-2023,196,
504,243501102AF,Seed Certification,34701,Stores,SE,Voted,2022-2023,300,
504,243501102AF,Seed Certification,37301,Transport Charges,SE,Voted,2022-2023,300,
504,243501102AF,Seed Certification,30201,Wages,SE,Voted,2022-2023,0,
504,243501102AF,Seed Certification,36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1,
504,243501102AF,Seed Certification,37201,Training,SE,Voted,2022-2023,100,
504,243501102AF,Seed Certification,37101,Printing Charges,SE,Voted,2022-2023,3000,
504,243501102AF,Seed Certification,34702,Equipments,SE,Voted,2022-2023,100,
504,243501102AF,Seed Certification,33401,Other Items,SE,Voted,2022-2023,450,
504,243501102UB,National Agriculture Development Programme  (NADP-RKVY) - Directorate of Seed Certification,31901,Purchase,SSSC,Voted,2022-2023,0,
504,243501102UB,National Agriculture Development Programme  (NADP-RKVY) - Directorate of Seed Certification,37601,Purchase,SSSC,Voted,2022-2023,0,
504,243501102UC,National Agriculture Development Programme  (NADP-RKVY) - Directorate of Seed Certification - State Share,31901,Purchase,SSSC,Voted,2022-2023,0,
504,243501102UC,National Agriculture Development Programme  (NADP-RKVY) - Directorate of Seed Certification - State Share,37601,Purchase,SSSC,Voted,2022-2023,0,
504,243501793UB,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification,31901,Purchase,SSSC,Voted,2022-2023,0,
504,243501793UB,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification,37601,Purchase,SSSC,Voted,2022-2023,0,
504,243501793UD,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification - State Share,31901,Purchase,SSSC,Voted,2022-2023,0,
504,243501793UD,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification - State Share,37601,Purchase,SSSC,Voted,2022-2023,0,
504,243501794UB,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification,31901,Purchase,SSSC,Voted,2022-2023,0,
504,243501794UB,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification,37601,Purchase,SSSC,Voted,2022-2023,0,
504,243501794UD,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification - State Share,31901,Purchase,SSSC,Voted,2022-2023,0,
504,243501794UD,National Agriculture Development Programme (NADP/RKVY) - Director of Seed Certification - State Share,37601,Purchase,SSSC,Voted,2022-2023,0,
504,440100103UB,National Agriculture Development Programme (NADP-RKVY) Directorate of Seed Certification,41601,Major Works,SSSC,Voted,2022-2023,0,
504,440100103UD,National Agriculture Development Programme (NADP-RKVY) Directorate of Seed Certification - State Share,41601,Major Works,SSSC,Voted,2022-2023,0,
504,440100793UC,National Agriculture Development Programme (NADP- RKVY) Directorate of Seed Certification,41601,Major Works,SSSC,Voted,2022-2023,0,
504,440100793UE,National Agriculture Development Programme (NADP- RKVY) Directorate of Seed Certification - State Share,41601,Major Works,SSSC,Voted,2022-2023,0,
504,440100794UC,National Agriculture Development Programme (NADP-RKVY) Directorate of Seed Certification,41601,Major Works,SSSC,Voted,2022-2023,0,
504,440100794UE,National Agriculture Development Programme (NADP-RKVY) Directorate of Seed Certification - State Share,41601,Major Works,SSSC,Voted,2022-2023,0,
505,205901053DC,"Buildings - Director of Horticulture (Administered by Chief Engineer,Buildings, PWD)",31801,Periodical Maintenance,SE,Voted,2022-2023,3500,
505,240100001AO,Directorate of Horticulture,30101,Pay,SE,Voted,2022-2023,137087,
505,240100001AO,Directorate of Horticulture,30102,Medical Allowance,SE,Voted,2022-2023,954,
505,240100001AO,Directorate of Horticulture,30103,Medical Charges,SE,Voted,2022-2023,220,
505,240100001AO,Directorate of Horticulture,30104,Other Allowances,SE,Voted,2022-2023,3535,
505,240100001AO,Directorate of Horticulture,30106,House Rent Allowance,SE,Voted,2022-2023,10476,
505,240100001AO,Directorate of Horticulture,30107,Travel Concession,SE,Voted,2022-2023,150,
505,240100001AO,Directorate of Horticulture,30108,City Compensatory Allowance,SE,Voted,2022-2023,1187,
505,240100001AO,Directorate of Horticulture,30301,Dearness Allowance,SE,Voted,2022-2023,50722,
505,240100001AO,Directorate of Horticulture,30401,Tour Travelling Allowances,SE,Voted,2022-2023,2667,
505,240100001AO,Directorate of Horticulture,30402,Transfer Travelling Allowances,SE,Voted,2022-2023,69,
505,240100001AO,Directorate of Horticulture,30501,Telephone Charges,SE,Voted,2022-2023,200,
505,240100001AO,Directorate of Horticulture,30502,Other Contingencies,SE,Voted,2022-2023,400,
505,240100001AO,Directorate of Horticulture,30504,Service Postage & Postal Expenditure,SE,Voted,2022-2023,225,
505,240100001AO,Directorate of Horticulture,32102,Maintenance of Functional Vehicles,SE,Voted,2022-2023,48,
505,240100001AO,Directorate of Horticulture,33301,Pleaders Fees,SE,Voted,2022-2023,50,
505,240100001AO,Directorate of Horticulture,33304,Contract Payment,SE,Voted,2022-2023,1,
505,240100001AO,Directorate of Horticulture,34501,"Petroleum, Oil and Lubricant",SE,Voted,2022-2023,900,
505,240100001AO,Directorate of Horticulture,34901,Festival Advances-Debit,SE,Voted,2022-2023,2450,
505,240100001AO,Directorate of Horticulture,34902,Festival Advances-Credit,SE,Voted,2022-2023,-2450,
505,240100001AO,Directorate of Horticulture,35901,Prizes and Awards,SE,Voted,2022-2023,56,
505,240100001AO,Directorate of Horticulture,37602,Maintenance,SE,Voted,2022-2023,450,
505,240100001AO,Directorate of Horticulture,37603,Stationery,SE,Voted,2022-2023,300,
505,240100001AO,Directorate of Horticulture,30503,Electricity Charges,SE,Voted,2022-2023,1575,
505,240100001AO,Directorate of Horticulture,30602,Property tax,SE,Voted,2022-2023,645,
505,240100001AO,Directorate of Horticulture,30802,Exhibition,SE,Voted,2022-2023,191,
505,240100001AO,Directorate of Horticulture,34601,"Clothing, Tentage and Stores",SE,Voted,2022-2023,70,
505,240100001AO,Directorate of Horticulture,34701,Stores,SE,Voted,2022-2023,10,
505,240100001AO,Directorate of Horticulture,37601,Purchase,SE,Voted,2022-2023,1,
505,240100001AO,Directorate of Horticulture,37101,Printing Charges,SE,Voted,2022-2023,91,
505,240100001AO,Directorate of Horticulture,35152,Other Compensations,SE,Charged,2022-2023,1,
505,240100001AO,Directorate of Horticulture,36801,"Cost of Books/Note Books/Slates, etc.",SE,Voted,2022-2023,2,
505,240100104AC,Botanical Gardens,30101,Pay,SE,Voted,2022-2023,4244,
505,240100104AC,Botanical Gardens,30102,Medical Allowance,SE,Voted,2022-2023,30,
505,240100104AC,Botanical Gardens,30103,Medical Charges,SE,Voted,2022-2023,1,
505,240100104AC,Botanical Gardens,30104,Other Allowances,SE,Voted,2022-2023,525,
505,240100104AC,Botanical Gardens,30106,House Rent Allowance,SE,Voted,2022-2023,185,
505,240100104AC,Botanical Gardens,30107,Travel Concession,SE,Voted,2022-2023,11,
505,240100104AC,Botanical Gardens,30301,Dearness Allowance,SE,Voted,2022-2023,1570,
505,240100104AC,Botanical Gardens,30401,Tour Travelling Allowances,SE,Voted,2022-2023,198,
505,240100104AC,Botanical Gardens,30501,Telephone Charges,SE,Voted,2022-2023,30,
505,240100104AC,Botanical Gardens,30502,Other Contingencies,SE,Voted,2022-2023,30,
505,240100104AC,Botanical Gardens,30504,Service Postage & Postal Expenditure,SE,Voted,2022-2023,20,
505,240100104AC,Botanical Gardens,32102,Maintenance of Functional Vehicles,SE,Voted,2022-2023,17,
505,240100104AC,Botanical Gardens,34501,"Petroleum, Oil and Lubricant",SE,Voted,2022-2023,150,
505,240100104AC,Botanical Gardens,34901,Festival Advances-Debit,SE,Voted,2022-2023,70,
505,240100104AC,Botanical Gardens,34902,Festival Advances-Credit,SE,Voted,2022-2023,-70,
505,240100104AC,Botanical Gardens,37602,Maintenance,SE,Voted,2022-2023,22,
505,240100104AC,Botanical Gardens,37603,Stationery,SE,Voted,2022-2023,16,
505,240100104AC,Botanical Gardens,30503,Electricity Charges,SE,Voted,2022-2023,480,
505,240100104AC,Botanical Gardens,30602,Property tax,SE,Voted,2022-2023,14,
505,240100104AC,Botanical Gardens,30603,Water Charges,SE,Voted,2022-2023,30,
505,240100104AC,Botanical Gardens,34601,"Clothing, Tentage and Stores",SE,Voted,2022-2023,10,
505,240100104AC,Botanical Gardens,37101,Printing Charges,SE,Voted,2022-2023,245,
505,240100104AD,Working expenses under Botanical Gardens,30502,Other Contingencies,SE,Voted,2022-2023,0,
505,240100104AD,Working expenses under Botanical Gardens,30503,Electricity Charges,SE,Voted,2022-2023,0,
505,240100104AD,Working expenses under Botanical Gardens,30801,Advertisement Charges,SE,Voted,2022-2023,0,
505,240100104AD,Working expenses under Botanical Gardens,31701,Minor Works,SE,Voted,2022-2023,0,
505,240100104AD,Working expenses under Botanical Gardens,37101,Printing Charges,SE,Voted,2022-2023,0,
505,240100107KD,Control of Infestation in Horticulture Crops.,36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1,
505,240100108LC,Mission on Development of Palm Tree,30502,Other Contingencies,SE,Voted,2022-2023,0,
505,240100108LC,Mission on Development of Palm Tree,35901,Prizes and Awards,SE,Voted,2022-2023,0,
505,240100108LC,Mission on Development of Palm Tree,31101,Individual Based Subsidy,SE,Voted,2022-2023,0,
505,240100108LC,Mission on Development of Palm Tree,37201,Training,SE,Voted,2022-2023,0,
505,240100108VL,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops,30502,Other Contingencies,SSSC,Voted,2022-2023,2339,
505,240100108VL,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,4320,
505,240100108VL,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops,33303,Special Service,SSSC,Voted,2022-2023,1755,
505,240100108VL,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops,37201,Training,SSSC,Voted,2022-2023,702,
505,240100108VR,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops - State Share,30502,Other Contingencies,SSSC,Voted,2022-2023,1559,
505,240100108VR,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,2880,
505,240100108VR,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops - State Share,33303,Special Service,SSSC,Voted,2022-2023,1170,
505,240100108VR,Paramparagat Krishi Vikas Yojana (PKVY) under National Mission on Sustainable Agriculture - Horticulture Crops - State Share,37201,Training,SSSC,Voted,2022-2023,468,
505,240100109AH,Horticulture Training Centre,30101,Pay,SE,Voted,2022-2023,7178,
505,240100109AH,Horticulture Training Centre,30102,Medical Allowance,SE,Voted,2022-2023,53,
505,240100109AH,Horticulture Training Centre,30104,Other Allowances,SE,Voted,2022-2023,485,
505,240100109AH,Horticulture Training Centre,30106,House Rent Allowance,SE,Voted,2022-2023,417,
505,240100109AH,Horticulture Training Centre,30107,Travel Concession,SE,Voted,2022-2023,11,
505,240100109AH,Horticulture Training Centre,30108,City Compensatory Allowance,SE,Voted,2022-2023,65,
505,240100109AH,Horticulture Training Centre,30301,Dearness Allowance,SE,Voted,2022-2023,2656,
505,240100109AH,Horticulture Training Centre,30401,Tour Travelling Allowances,SE,Voted,2022-2023,296,
505,240100109AH,Horticulture Training Centre,30402,Transfer Travelling Allowances,SE,Voted,2022-2023,5,
505,240100109AH,Horticulture Training Centre,30502,Other Contingencies,SE,Voted,2022-2023,350,
505,240100109AH,Horticulture Training Centre,30504,Service Postage & Postal Expenditure,SE,Voted,2022-2023,6,
505,240100109AH,Horticulture Training Centre,34501,"Petroleum, Oil and Lubricant",SE,Voted,2022-2023,140,
505,240100109AH,Horticulture Training Centre,34901,Festival Advances-Debit,SE,Voted,2022-2023,120,
505,240100109AH,Horticulture Training Centre,34902,Festival Advances-Credit,SE,Voted,2022-2023,-120,
505,240100109AH,Horticulture Training Centre,35901,Prizes and Awards,SE,Voted,2022-2023,4,
505,240100109AH,Horticulture Training Centre,37602,Maintenance,SE,Voted,2022-2023,80,
505,240100109AH,Horticulture Training Centre,37603,Stationery,SE,Voted,2022-2023,40,
505,240100109AH,Horticulture Training Centre,30503,Electricity Charges,SE,Voted,2022-2023,430,
505,240100109AH,Horticulture Training Centre,30602,Property tax,SE,Voted,2022-2023,440,
505,240100109AH,Horticulture Training Centre,34601,"Clothing, Tentage and Stores",SE,Voted,2022-2023,5,
505,240100109AH,Horticulture Training Centre,30801,Advertisement Charges,SE,Voted,2022-2023,141,
505,240100109AH,Horticulture Training Centre,32401,Materials and Supplies,SE,Voted,2022-2023,1,
505,240100109AH,Horticulture Training Centre,37601,Purchase,SE,Voted,2022-2023,1,
505,240100109AH,Horticulture Training Centre,37101,Printing Charges,SE,Voted,2022-2023,15,
505,240100109AH,Horticulture Training Centre,36801,"Cost of Books/Note Books/Slates, etc.",SE,Voted,2022-2023,25,
505,240100109AH,Horticulture Training Centre,35401,Expenses on Conducted Tours,SE,Voted,2022-2023,250,
505,240100110JK,State's Share towards Premium Subsidy under Pradhan Mantri Fasal Bima Yojana (PMFBY) for Horticulture Crops,33304,Contract Payment,SE,Voted,2022-2023,2000,
505,240100110JK,State's Share towards Premium Subsidy under Pradhan Mantri Fasal Bima Yojana (PMFBY) for Horticulture Crops,30903,Grants for Specific Schemes,SE,Voted,2022-2023,263000,
505,240100110JK,State's Share towards Premium Subsidy under Pradhan Mantri Fasal Bima Yojana (PMFBY) for Horticulture Crops,30801,Advertisement Charges,SE,Voted,2022-2023,900,
505,240100114UL,National Mission on Edible Oil - Oil Palm  - State Share,31101,Individual Based Subsidy,SSSC,Voted,2022-2023,0,
505,240100115JI,Organising Small and Marginal Farmers into Farmer Producer Groups under Horticulture,30903,Grants for Specific Schemes,SE,Voted,2022-2023,0,
505,240100119AG,Nurseries - State Horticulture Farms,30101,Pay,SE,Voted,2022-2023,176585,
505,240100119AG,Nurseries - State Horticulture Farms,30102,Medical Allowance,SE,Voted,2022-2023,2753,
505,240100119AG,Nurseries - State Horticulture Farms,30103,Medical Charges,SE,Voted,2022-2023,1,
505,240100119AG,Nurseries - State Horticulture Farms,30104,Other Allowances,SE,Voted,2022-2023,14433,
505,240100119AG,Nurseries - State Horticulture Farms,30106,House Rent Allowance,SE,Voted,2022-2023,7959,
505,240100119AG,Nurseries - State Horticulture Farms,30107,Travel Concession,SE,Voted,2022-2023,11,
505,240100119AG,Nurseries - State Horticulture Farms,30108,City Compensatory Allowance,SE,Voted,2022-2023,170,
505,240100119AG,Nurseries - State Horticulture Farms,30301,Dearness Allowance,SE,Voted,2022-2023,65338,
505,240100119AG,Nurseries - State Horticulture Farms,34901,Festival Advances-Debit,SE,Voted,2022-2023,6820,
505,240100119AG,Nurseries - State Horticulture Farms,34902,Festival Advances-Credit,SE,Voted,2022-2023,-6820,
505,240100119AG,Nurseries - State Horticulture Farms,35901,Prizes and Awards,SE,Voted,2022-2023,5,
505,240100119AG,Nurseries - State Horticulture Farms,30403,Fixed Travelling Allowances,SE,Voted,2022-2023,23,
505,240100119BF,Implementation of Micro Irrigation Schemes under NABARD assistance,31101,Individual Based Subsidy,SE,Voted,2022-2023,5475000,
505,240100119BG,Relief Measures to damaged Horticulture Crops in Flood Affected Areas,30903,Grants for Specific Schemes,SE,Voted,2022-2023,1,
505,240100119BG,Relief Measures to damaged Horticulture Crops in Flood Affected Areas,31101,Individual Based Subsidy,SE,Voted,2022-2023,1,
505,240100119BH,Establishment of Nagore Neithal Heritage Park – Schemes under State Innovation Fund,30903,Grants for Specific Schemes,SE,Voted,2022-2023,40000,
505,240100119BI,Kalaignar's All Villages Integrated Agricultural Development Programme,30502,Other Contingencies,SE,Voted,2022-2023,200,
505,240100119BI,Kalaignar's All Villages Integrated Agricultural Development Programme,31101,Individual Based Subsidy,SE,Voted,2022-2023,82500,
505,240100119BJ,State Horticulture Development Scheme.,31101,Individual Based Subsidy,SE,Voted,2022-2023,300000,
505,240100119JX,Development of Horticulture in Districts,30101,Pay,SE,Voted,2022-2023,1131254,
505,240100119JX,Development of Horticulture in Districts,30102,Medical Allowance,SE,Voted,2022-2023,8256,
505,240100119JX,Development of Horticulture in Districts,30103,Medical Charges,SE,Voted,2022-2023,78,
505,240100119JX,Development of Horticulture in Districts,30104,Other Allowances,SE,Voted,2022-2023,11620,
505,240100119JX,Development of Horticulture in Districts,30106,House Rent Allowance,SE,Voted,2022-2023,55393,
505,240100119JX,Development of Horticulture in Districts,30107,Travel Concession,SE,Voted,2022-2023,200,
505,240100119JX,Development of Horticulture in Districts,30108,City Compensatory Allowance,SE,Voted,2022-2023,2458,
505,240100119JX,Development of Horticulture in Districts,30301,Dearness Allowance,SE,Voted,2022-2023,418563,
505,240100119JX,Development of Horticulture in Districts,30401,Tour Travelling Allowances,SE,Voted,2022-2023,19832,
505,240100119JX,Development of Horticulture in Districts,30402,Transfer Travelling Allowances,SE,Voted,2022-2023,126,
505,240100119JX,Development of Horticulture in Districts,30501,Telephone Charges,SE,Voted,2022-2023,755,
505,240100119JX,Development of Horticulture in Districts,30502,Other Contingencies,SE,Voted,2022-2023,1050,
505,240100119JX,Development of Horticulture in Districts,30504,Service Postage & Postal Expenditure,SE,Voted,2022-2023,490,
505,240100119JX,Development of Horticulture in Districts,32101,Purchase,SE,Voted,2022-2023,1,
505,240100119JX,Development of Horticulture in Districts,32102,Maintenance of Functional Vehicles,SE,Voted,2022-2023,92,
505,240100119JX,Development of Horticulture in Districts,33301,Pleaders Fees,SE,Voted,2022-2023,50,
505,240100119JX,Development of Horticulture in Districts,33304,Contract Payment,SE,Voted,2022-2023,75,
505,240100119JX,Development of Horticulture in Districts,34501,"Petroleum, Oil and Lubricant",SE,Voted,2022-2023,2310,
505,240100119JX,Development of Horticulture in Districts,34901,Festival Advances-Debit,SE,Voted,2022-2023,20510,
505,240100119JX,Development of Horticulture in Districts,34902,Festival Advances-Credit,SE,Voted,2022-2023,-20510,
505,240100119JX,Development of Horticulture in Districts,35901,Prizes and Awards,SE,Voted,2022-2023,55,
505,240100119JX,Development of Horticulture in Districts,37602,Maintenance,SE,Voted,2022-2023,500,
505,240100119JX,Development of Horticulture in Districts,37603,Stationery,SE,Voted,2022-2023,550,
505,240100119JX,Development of Horticulture in Districts,30503,Electricity Charges,SE,Voted,2022-2023,2291,
505,240100119JX,Development of Horticulture in Districts,30602,Property tax,SE,Voted,2022-2023,101,
505,240100119JX,Development of Horticulture in Districts,30603,Water Charges,SE,Voted,2022-2023,104,
505,240100119JX,Development of Horticulture in Districts,30802,Exhibition,SE,Voted,2022-2023,1075,
505,240100119JX,Development of Horticulture in Districts,34601,"Clothing, Tentage and Stores",SE,Voted,2022-2023,75,
505,240100119JX,Development of Horticulture in Districts,30403,Fixed Travelling Allowances,SE,Voted,2022-2023,6977,
505,240100119JX,Development of Horticulture in Districts,30601,Rent,SE,Voted,2022-2023,1500,
505,240100119JX,Development of Horticulture in Districts,30801,Advertisement Charges,SE,Voted,2022-2023,445,
505,240100119JX,Development of Horticulture in Districts,36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1,
505,240100119JX,Development of Horticulture in Districts,30505,Furniture,SE,Voted,2022-2023,1,
505,240100119JX,Development of Horticulture in Districts,37601,Purchase,SE,Voted,2022-2023,1,
505,240100119JX,Development of Horticulture in Districts,37101,Printing Charges,SE,Voted,2022-2023,40,
505,240100119JX,Development of Horticulture in Districts,33401,Other Items,SE,Voted,2022-2023,1,
505,240100119LF,Urban Horticulture Development Scheme,30801,Advertisement Charges,SE,Voted,2022-2023,1,
505,240100119LF,Urban Horticulture Development Scheme,37601,Purchase,SE,Voted,2022-2023,1,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",30401,Tour Travelling Allowances,SE,Voted,2022-2023,869,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",30502,Other Contingencies,SE,Voted,2022-2023,800,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",33304,Contract Payment,SE,Voted,2022-2023,360,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",37602,Maintenance,SE,Voted,2022-2023,270,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",37603,Stationery,SE,Voted,2022-2023,130,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",30801,Advertisement Charges,SE,Voted,2022-2023,335,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",32401,Materials and Supplies,SE,Voted,2022-2023,265,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1330,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",33303,Special Service,SE,Voted,2022-2023,730,
505,240100119LI,"Diploma in Horticulture at Horticulture Research and Training Centre, Thally",36801,"Cost of Books/Note Books/Slates, etc.",SE,Voted,2022-2023,335,
505,240100119LJ,Horticulture Training  and Information  Centre.,37201,Training,SE,Voted,2022-2023,8000,
505,240100119LK,Design   and development   of Internet of Things (IoT) enabled portable soil nutrient measurement system- Scheme  under State Innovation Fund,37601,Purchase,SE,Voted,2022-2023,3593,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",30401,Tour Travelling Allowances,SE,Voted,2022-2023,869,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",30502,Other Contingencies,SE,Voted,2022-2023,800,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",33304,Contract Payment,SE,Voted,2022-2023,360,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",37602,Maintenance,SE,Voted,2022-2023,265,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",37603,Stationery,SE,Voted,2022-2023,140,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",30801,Advertisement Charges,SE,Voted,2022-2023,335,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",32401,Materials and Supplies,SE,Voted,2022-2023,265,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1330,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",33303,Special Service,SE,Voted,2022-2023,730,
505,240100119LL,"Diploma in Horticulture at Centre of Excellence for Vegetables, Reddiyarchathiram",36801,"Cost of Books/Note Books/Slates, etc.",SE,Voted,2022-2023,335,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",30401,Tour Travelling Allowances,SE,Voted,2022-2023,869,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",30502,Other Contingencies,SE,Voted,2022-2023,800,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",33304,Contract Payment,SE,Voted,2022-2023,360,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",37602,Maintenance,SE,Voted,2022-2023,265,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",37603,Stationery,SE,Voted,2022-2023,130,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",30801,Advertisement Charges,SE,Voted,2022-2023,330,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",32401,Materials and Supplies,SE,Voted,2022-2023,265,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",36901,Procurement of Agricultural Inputs,SE,Voted,2022-2023,1340,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",33303,Special Service,SE,Voted,2022-2023,740,
505,240100119LM,"Diploma in Horticulture at Tamil Nadu Horticulture Management Institute, Madhavaram",36801,"Cost of Books/Note Books/Slates, etc.",SE,Voted,2022-2023,330,
505,240100119LN,Dry Land Horticulture Farming,35901,Prizes and Awards,SE,Voted,2022-2023,0,
505,240100119LO,Development and Maintenance of Semmozhi Poonga,30903,Grants for Specific Schemes,SE,Voted,2022-2023,50000,
505,240100119PE,Improved Horticulture and Vegetable Crop Productivity under Tamil Nadu Irrigated Agriculture Modernisation Project-II,33304,Contract Payment,EAP,Voted,2022-2023,4800,
505,240100119PE,Improved Horticulture and Vegetable Crop Productivity under Tamil Nadu Irrigated Agriculture Modernisation Project-II,30801,Advertisement Charges,EAP,Voted,2022-2023,1,
505,240100119PE,Improved Horticulture and Vegetable Crop Productivity under Tamil Nadu Irrigated Agriculture Modernisation Project-II,36901,Procurement of Agricultural Inputs,EAP,Voted,2022-2023,167152,
505,240100119PE,Improved Horticulture and Vegetable Crop Productivity under Tamil Nadu Irrigated Agriculture Modernisation Project-II,37201,Training,EAP,Voted,2022-2023,50,
505,240100119PE,Improved Horticulture and Vegetable Crop Productivity under Tamil Nadu Irrigated Agriculture Modernisation Project-II,35401,Expenses on Conducted Tours,EAP,Voted,2022-2023,1,
505,240100119PF,Establishment of Project Cell under Tamil Nadu Irrigated Agriculture Modernisation Project-II - Department of Horticulture and Plantation Crops,30502,Other Contingencies,EAP,Voted,2022-2023,300,
505,240100119PF,Establishment of Project Cell under Tamil Nadu Irrigated Agriculture Modernisation Project-II - Department of Horticulture and Plantation Crops,33304,Contract Payment,EAP,Voted,2022-2023,1080,
505,240100119PF,Establishment of Project Cell under Tamil Nadu Irrigated Agriculture Modernisation Project-II - Department of Horticulture and Plantation Crops,34501,"Petroleum, Oil and Lubricant",EAP,Voted,2022-2023,1,
505,240100119PF,Establishment of Project Cell under Tamil Nadu Irrigated Agriculture Modernisation Project-II - Department of Horticulture and Plantation Crops,37602,Maintenance,EAP,Voted,2022-2023,1,
505,240100119PF,Establishment of Project Cell under Tamil Nadu Irrigated Agriculture Modernisation Project-II - Department of Horticulture and Plantation Crops,37603,Stationery,EAP,Voted,2022-2023,40,
505,240100119PF,Establishment of Project Cell under Tamil Nadu Irrigated Agriculture Modernisation Project-II - Department of Horticulture and Plantation Crops,37301,Transport Charges,EAP,Voted,2022-2023,1,
505,240100119PF,Establishment of Project Cell under Tamil Nadu Irrigated Agriculture Modernisation Project-II - Department of Horticulture and Plantation Crops,37601,Purchase,EAP,Voted,2022-2023,1,
